Hotel,Liked,Disliked,Score
Plovdiv Hotel,Everything okay ..,There was no such incident ..,7.0
Plovdiv Hotel,Near the beach and the centre.,Parking spaces.,9.0
Plovdiv Hotel,"Clean hotel, friendly staff, excellent food. Ideal for family. Thank you very much.",,9.0
Plovdiv Hotel,The administrator is very kind and speaks good English.,,9.0
Plovdiv Hotel,Close to the beach.Helpful staff.Large shared terrace,Low pressure on hot water.Photos do not match 100% of the truth,7.0
Plovdiv Hotel,The location is great. Staff are friendly. - Clear. - Clear.,"The room wasn't exactly like the pictures. The bathroom is very small. We expected a parking lot, but when we got there, we realized there wasn't. We had a problem with the maid because she came in whenever she wanted and kicked us out of the room to clean up. After a complaint at the reception, measures were taken.{\*",7.1
Plovdiv Hotel,- Delicious food. Very friendly and helpful staff.,No parking.,7.0
Plovdiv Hotel,"We had paid extra for a room with a sea view and we were put on the top floor with the most wonderful view I've dreamed of all year! The sound of the waves waking us up in the morning, I miss it already!",,9.0
Plovdiv Hotel,We had a room overlooking the Habicht sea. That's rare for the price.,There is no sound proofing to the neighboring room. You're in full swing.,8.0
Plovdiv Hotel,"The room was clean, the staff very friendly and thorough.","Parking! There is almost no parking nearby. .Secondly, the hotel is anything but 'barrier-free'.",7.9
Plovdiv Hotel,All,,9.6
Plovdiv Hotel,"The hotel is ideally located just above Perla Beach. The taste was rich and delicious, and the dinner included exceeded our expectations. Very tasty and in huge portions! The room is normal, with a terrace. There's a table and chairs where you can have a drink. The pool's not big, but it's clean and nice. The staff is nice!.We're volunteering from vacation!",The water pipes are very loud and you can hear the neighbors in the room taking a bath!,9.2
Plovdiv Hotel,A rich and varied breakfast.,I don't think there's anything I don't like.,8.8
Plovdiv Hotel,"Breakfast was rich and varied, the location is perfect, the clean rooms are well maintained.","Old fridge and TV, bathroom water wouldn't run in the canal and it was always wet.",8.8
Plovdiv Hotel,Great location of the hotel near the north beach. Quiet location. Nice staff. Clean rooms. Delicious food in the restaurant. Excellent location of the hotel near the north beach. Quiet location. Nice staff. Clean rooms. Delicious food in restaurant.,,9.6
Plovdiv Hotel,Breakfast is served with plenty of breakfast and a good breakfast buffet served by the staff who are in the room and are subject to a,The room was a little stuffy and the pool was a little small.,9.2
Plovdiv Hotel,"Great food, very helpful staff. Cleaning every day, which is not easy to see.",,9.2
Plovdiv Hotel,"The location of the hotel is very convenient, 150 meters from the northern beach. Very tasty breakfasts, especially pastries. The friendly attitude of the staff.","Very poor soundproofing in the rooms. At night, when someone is talking in the corridor or on the stairwell, it feels like they are talking in the room",7.5
Plovdiv Hotel,It was great that the beach was a 5 minute walk away. The view from our room was beautiful. The center was a 10-minute walk away. We were also satisfied with the care. Garbage was taken to the room every day and towels were changed every 2 days. We are coming next year !!!! 😉,,9.2
Plovdiv Hotel,"Near the beach and the rooms were clean, and the staff were nice and friendly.",There was a problem with Wifi. We told them a few times. They didn't do it. And the morning breakfast was inadequate.,7.9
Plovdiv Hotel,Location,No hairdryers in the bathrooms,8.3
Plovdiv Hotel,"The location is great, and the staff are great.",,9.6
Plovdiv Hotel,"Hotel Plovdiv is a great hotel for me and my family. Quiet hotel with beautiful sea views. The only reservation I would have was for those breakfasts. One and the whole week, the same thing was not a change. Otherwise, super parking is not possible in front of the hotel, but about 50M gave there is a free parking lot where you can park comfortably. The sea is really 50M from the hotel beach beautiful sandy lots of beach bar. My wife and I tried perhaps all the drinks they mix there are very good and refreshing. According to women the best sex on the beach and according to my Deja Vu. :-). Who likes Russian nights evenings ideal place carousel attractions for children daughter was extremely satisfied. In the evening, it just lives there 200%.","The only minus are the breakfasts, if they worked on them a bit, it wasn't the only thing we would complain about.",8.8
Plovdiv Hotel,"Great location, close to the beach, restaurant terrace overlooking the sea. Breakfast and dinner in the form of buffets, lunch to choose from 3 dishes + dessert and 1 / 2l mineral water. It is cleaned every day, towels are changed as needed, we also had linen changed for a 10-day stay.","Untidy surroundings, a lot of smokers and cigarette butts on the beach. Few trash cans.",7.9
Plovdiv Hotel,Everything,,9.6
Plovdiv Hotel,"Rich breakfast, good location, friendly staff.",Better furniture in the room. We're missing night lights. Parking fees.,7.5
Plovdiv Hotel,"Comfortable hotel, quiet location, clean rooms, excellent breakfast.",The bathroom appliances are for changing.Hot water in 15 hours is almost gone.,7.1
Plovdiv Hotel,Very nice sea view and location,,8.3
Plovdiv Hotel,The location and staff.,Bathroom size and hygiene.,7.5
Plovdiv Hotel,"Room cleaning, sea view",Food is insufficient for hotel guests,7.1
Plovdiv Hotel,all,,8.3
Plovdiv Hotel,"The food was excellent. The location was just what we were looking for, too - the beach, no loud restaurants and discos.",,8.8
Plovdiv Hotel,"The friendly staff, the hotel is comfortable, I recommend it.",,9.2
Plovdiv Hotel,Nice hotel on the beach.A beach nearby.Polite personal.Breakfast,A blocked channel in the bathroom.The owners are not friendly.We waited an hour to order lunch...,6.7
Plovdiv Hotel,"Excellent breakfast and dinner, great location and wonderful view of the black sea with the sound of the waves",Nothing,10.0
Plovdiv Hotel,Plovdiv Hotel is a great place to relax,,10.0
Plovdiv Hotel,"Delicious dinners with desserts like from the restaurant, intimate swimming pool, beautiful view of the bay from the terrace, nice staff, I felt very taken care of. The wonderful waiter Atanas and the receptionist displayed the menu in English especially for us. Any defects were immediately repaired. A very clean hotel. Beds very comfortable, air conditioning well cooling, fridge in the room, restaurant in front of the hotel with great views.","The retro bathroom is a small downside, but the standard is adequate for the price.",10.0
Plovdiv Hotel,"The location of the hotel and restaurant is great. The view from the hotel and the restaurant is fantastic.Friendly staff, they tried, but they can still.","No parking spaces, the hotel restaurant is good with good cuisine and fast service, but it can be better.The location of the hotel is great and we need to pay attention to guests, all kinds of people there were, I don't want to be specific.",6.0
Plovdiv Hotel,Everything was perfect.,Late check-in.,10.0
Plovdiv Hotel,Very clean room with beautiful sea view three minutes from the beach. Breakfast was a tasty Swedish buffet with a varied offer. A well managed and maintained hotel with staff who do their best to make you feel good. Thanks a lot!,,10.0
Plovdiv Hotel,"That the hotel is on the beach and clean, the staff is friendly and the food is delicious!",,10.0
Plovdiv Hotel,"Professional service, friendly staff, high-level cleanliness. In short, everything is excellent RECOMMEND!",,10.0
Plovdiv Hotel,"Beautiful view, with a varied breakfast, the restaurant's kitchen is great, at normal prices. Daily cleaning is provided.",Parking despite a subscription to the city.,10.0
