,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
6492,11845,City Avenue Hotel by HMG,"Clean, comfortable, awesome staff. In fact, quite a decent hotel for the money. The location is great for me personally. I was on business and all the necessary points were within walking distance. Relatively quiet, you can sleep with the window open. The reception staff speaks English quite well, which is rare for Bulgaria.","Very small parking lot. Not the most spacious room, let's just say.",8.0,"Clean, comfortable, awesome staff. In fact, quite a decent hotel for the money. The location is great for me personally. I was on business and all the necessary points were within walking distance. Relatively quiet, you can sleep with the window open. The reception staff speaks English quite well, which is rare for Bulgaria. Very small parking lot. Not the most spacious room, let's just say."
6493,11846,City Avenue Hotel by HMG,They provided a crib. There is air conditioning. The staff is great.,A little furniture is offered.,8.0,They provided a crib. There is air conditioning. The staff is great. A little furniture is offered.
6494,11847,City Avenue Hotel by HMG,Full breakfast.Reception and availability of staff Room area Room facilities Proximity to metro,Air conditioning difficult to adjust.,9.0,Full breakfast.Reception and availability of staff Room area Room facilities Proximity to metro Air conditioning difficult to adjust.
6495,11848,City Avenue Hotel by HMG,Comfortable.,"Whatever you read, the breakfast is not as excellent as expected.",7.0,"Comfortable. Whatever you read, the breakfast is not as excellent as expected."
6496,11849,City Avenue Hotel by HMG,Good breakfast and close to the center. Comfortable bed,"To say something, the water comes out of the shower, but it is Bulgarian custom.",9.0,"Good breakfast and close to the center. Comfortable bed To say something, the water comes out of the shower, but it is Bulgarian custom."
6497,11850,City Avenue Hotel by HMG,Kettle.Metro nearby..Reception,Bathroom equipment needs renovation..Location too far from the center on foot,7.0,Kettle.Metro nearby..Reception Bathroom equipment needs renovation..Location too far from the center on foot
6498,11851,City Avenue Hotel by HMG,Breakfast and location close to all sights of Sofia,,8.0,Breakfast and location close to all sights of Sofia 
6499,11852,City Avenue Hotel by HMG,-,-,9.0,- -
6500,11853,City Avenue Hotel by HMG,No street noise in the room,The quality of the breakfast,7.0,No street noise in the room The quality of the breakfast
6501,11854,City Avenue Hotel by HMG,Super,,9.0,Super 
6502,11855,City Avenue Hotel by HMG,"A charming hotel although a tad far from the center but not critical. Reasonably sized rooms, neither too small nor huge. Good reception service. Breakfast was good, there was a selection of cheeses, omelets and sausages. Definitely enough.",There was nothing special we did not like.,8.0,"A charming hotel although a tad far from the center but not critical. Reasonably sized rooms, neither too small nor huge. Good reception service. Breakfast was good, there was a selection of cheeses, omelets and sausages. Definitely enough. There was nothing special we did not like."
6503,11856,City Avenue Hotel by HMG,"Varied and plentiful breakfast, very good coffee, very friendly staff, very good English receptionists and people eager to help you with pleasure.",Wi-fi is not working well on the 5th floor. The mattress is outdated and no longer very comfortable. The bed linen was a little yellowed by the weather.,8.0,"Varied and plentiful breakfast, very good coffee, very friendly staff, very good English receptionists and people eager to help you with pleasure. Wi-fi is not working well on the 5th floor. The mattress is outdated and no longer very comfortable. The bed linen was a little yellowed by the weather."
6504,11857,City Avenue Hotel by HMG,"Super friendly and welcoming staff, the hotel is a bit worn but there is clean and nice. We slept great and the indoor climate was good and comfortable. We really got full value for money😁 perfect setting for a boyfriend trip",The suspension for the shower was broken and the air conditioning in the living room did not work. (We had room 600).,9.0,"Super friendly and welcoming staff, the hotel is a bit worn but there is clean and nice. We slept great and the indoor climate was good and comfortable. We really got full value for money😁 perfect setting for a boyfriend trip The suspension for the shower was broken and the air conditioning in the living room did not work. (We had room 600)."
6505,11858,City Avenue Hotel by HMG,"We only stayed one night, but the breakfast was good and extensive..Bed and cleanliness was fine, too.",40 minutes walk to the center,8.0,"We only stayed one night, but the breakfast was good and extensive..Bed and cleanliness was fine, too. 40 minutes walk to the center"
6506,11859,City Avenue Hotel by HMG,"We're always in this hotel. We've had a lot of trouble with our location, food and big rooms. No more parking for all guests. It is very convenient - you can reach Sofia's pedestrian street in 15 minutes on foot.","It was hot out there this time. It was 95 degrees. And I want to tell you that the air conditioning is not working (((In the room it was about 28 degrees). It's so hot! Therefore, after sleep, I had a headache (",9.0,"We're always in this hotel. We've had a lot of trouble with our location, food and big rooms. No more parking for all guests. It is very convenient - you can reach Sofia's pedestrian street in 15 minutes on foot. It was hot out there this time. It was 95 degrees. And I want to tell you that the air conditioning is not working (((In the room it was about 28 degrees). It's so hot! Therefore, after sleep, I had a headache ("
6507,11860,City Avenue Hotel by HMG,The hotel itself is comfortable and the breakfast is good. There are no particular complaints. Normal aside good.,"The hotel is not located in the best area, but the very center is literally 1 stop by metro, besides, taxis are quite cheap in the city.",9.0,"The hotel itself is comfortable and the breakfast is good. There are no particular complaints. Normal aside good. The hotel is not located in the best area, but the very center is literally 1 stop by metro, besides, taxis are quite cheap in the city."
6508,11861,City Avenue Hotel by HMG,"Value for money is perfect. I got what I expected for so much money. Overall, everything was fine! Nice attentive staff, comfortable clean room.",,9.0,"Value for money is perfect. I got what I expected for so much money. Overall, everything was fine! Nice attentive staff, comfortable clean room. "
