Hotel,Liked,Disliked,Score
Hotel Puldin COOP,"Friendly staff, centrally located, parking opportunity..","Basic breakfast,not really sound-proof (steet noise or noisy neighbours)..",8.0
Hotel Puldin COOP,Great location and customer service. Very clean place..,,10.0
Hotel Puldin COOP,"The spaciousness, the staff, the price.",The AC didn't seem to work.,9.0
Hotel Puldin COOP,"Nice hotel, good location, there is even a parking available, but you need to book it in advance. .Pleasant and polite staff..","30 degrees weather and the air conditioner is blowing only hot air. .One can't sleep on open windows, as the hotel is on a boulevard and there are crazy drivers nonstop during the night..",8.0
Hotel Puldin COOP,The place was so nice and great value. Very clean and well presented. We liked it so much we came back to Plovdiv and stayed at this hotel at two seperate occasions. Safe parking around the back was also very useful..,"Window was by a main road, but really it wasn't too bad.",9.0
Hotel Puldin COOP,"Excellent location, very clean everywhere, kind and competent staff. One of the few hotels with really good lights in the rooms. Breakfast was OK. There are parking slots, however, very uncomfortable and one has to pay for them..",The parking..,9.0
Hotel Puldin COOP,"The room was spotless, and overall the hotel was very clean..",The bathroom curtain needs looking into..,10.0
Hotel Puldin COOP,Nice no nonsense hotel on a good location in the city you basically can walk to most sites from here.good value for price clean room but obviously nothing fancy in this price range.,,8.0
Hotel Puldin COOP,,".Disliked  · Hotel has only 5 parking spaces, which are very confined too. Book a parking palce well in advance..",8.0
Hotel Puldin COOP,Breakfast was really good. There were choices from the menu. Enough even for hungry man :).,Parking should be reserved prior arriving. Parking is very tight for bigger car..,10.0
Hotel Puldin COOP,Very good.,,10.0
Hotel Puldin COOP,Everything was great. Nice stay. I would come back..,,9.0
Hotel Puldin COOP,"Parking was full, I had to park on the back streets, in the blue zone..","Close to the town center, clean, fair price..",8.0
Hotel Puldin COOP,It’s lit bro.,Close to old town.,10.0
Hotel Puldin COOP,Great location near the centre and the university. .Reliable Wi-Fi. .Very friendly staff..,,10.0
Hotel Puldin COOP,"Great value and location, modern hotel, room furnished mostly just with essentials although very useful having a small working refrigerator. Bed was basic but comfortable enough. Good air conditioning and clean en-suite bathroom. Friendly staff..","Wifi was a little temperamental in the room, needed to go to lobby to get a strong connection, this may just have been due to the location of the room I was in. Probably would be a good idea to keep some spare toilet rolls etc. in the wardrobe in the room..",8.0
Hotel Puldin COOP,It is a good hotel on perfect location. I was in a perfectly cleaned room..,,9.0
Hotel Puldin COOP,"Nice location, facility and looks..",i didnt like i had to pay extra for parking.,9.0
Hotel Puldin COOP,You can park in a very secure lot around the house..,,9.2
Hotel Puldin COOP,,.Disliked  · The breakfast was very limited.,8.0
Hotel Puldin COOP,The stay at the hotel was perfect! Great food & awesome staff. The hotel had everything needed! My room was great & very comfortable. The place also does pick up and drop off to Airport Sofia which worked out great for me. I highly recommend & will be coming back again..,,10.0
Hotel Puldin COOP,"Overall, this property is the best I could find in terms of value for money/excellent location/parking. Only a few minutes away from the city centre and main street, safe neighbourhood, easily accessible! .Despite it being only a 2*, the hotel is great. Receptionists are friendly and always happy to answer questions and help, the room is clean and spacious enough, the view from it looks to the main boulevard in front of the property. Breakfast is good and on a buffer. One of the days I was offered a choice from menu and the English breakfast is amazing! .Internet's speed is quite good and available throughout. Lobby area is suitable for an online meeting or a few hours of quiet work time. .Loved that there is a Nescafe Dolce Gusto coffee machine available at reception with couple of flavours to choose from..","I had couple of questions before my stay and although the property replied quickly in the beginning, later on, I didn't hear back from them (that is via email) until I actually got there. .As a con, I have to mention the parking area. It's great there is one, it's shared with the nearby offices. However, the spaces are quite narrow so good parking skills required. .Only a few TV channels available..I stayed for 4 nights and no one cleaned the room during that time. Once every 2 days would have been nice. .However, this will not change my mind to stay at this hotel again in the future..",8.0
